game_id,espn_game_id,game_uid,season,season_type,date,week,home_away,winner,team_id,team_uid,team_city,team_name,team_abbr,team_full,team_color,team_color_alt,team_logo,team_order,team_score,team_record,pass_att,pass_cmp,pass_yds,pass_avg,pass_td,pass_int,pass_sacks,pass_sack_yds,pass_qbr,pass_rtg,rush_att,rush_yds,rush_avg,rush_td,rush_long,rec_total,rec_yds,rec_avg,rec_td,rec_long,rec_tgts,fum_total,fum_lost,fum_rec,def_tkl,def_solo_tkl,def_sacks,def_tfl,def_pd,def_qb_hts,def_td,int_total,int_yds,int_td,kick_ret_no,kick_ret_yds,kick_ret_avg,kick_ret_long,kick_ret_td,punt_ret_no,punt_ret_yds,punt_ret_avg,punt_ret_long,punt_ret_td,kick_fg_made,kick_fg_att,kick_fg_pct,kick_long,kick_xp_made,kick_xp_att,kick_pts,punt_no,punt_yds,punt_avg,punt_tb,punt_in_20,punt_long,first_downs,pass_1st_downs,rush_1st_downs,first_downs_from_penalties,third_down_conv,third_down_att,fourth_down_conv,fourth_down_att,total_plays,total_yards,yards_per_play,total_drives,redzone_att,redzone_conv,penalties,pen_yards,turnovers,def_sp_tds,possess_time,current,wallclockAvailable,guid,boxscoreMinutes,gameNote
2025_04_CLE_DET,401772846,s:20~l:28~e:401772846,2025,2,2025-09-28T17:00Z,4,away,0,5,s:20~l:28~t:5,Cleveland,Browns,CLE,Cleveland Browns,472a08,ff3c00,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,1,10,1-3,16,35,170,5.3,0,2,3,14,NA,38.3,27,79,2.9,1,11,16,184,11.5,0,35,34,2,1,1,63,31,0,4,1,5,0,1,13,0,5,129,25.8,32,0,1,0,0,0,0,1,2,50,33,1,1,4,7,314,44.9,0,4,47,16,8,7,1,3,14,1,1,65,249,3.8,14,2,1,6,44,3,0,31:44,TRUE,TRUE,539babc5-e5fb-753b-8ae1-c15032a91ef4,TRUE,NA
2025_04_CLE_DET,401772846,s:20~l:28~e:401772846,2025,2,2025-09-28T17:00Z,4,home,1,8,s:20~l:28~t:8,Detroit,Lions,DET,Detroit Lions,0076b6,bbbbbb,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,0,34,3-1,16,27,168,6.2,2,1,0,0,NA,86.7,29,109,3.8,1,24,16,168,10.5,2,27,25,0,0,1,65,37,3,4,10,9,1,2,34,0,3,81,27,31,0,5,76,15.2,65,1,2,2,100,58,4,4,10,5,221,44.2,0,5,53,16,8,6,2,6,14,0,1,56,277,4.9,13,3,3,6,35,1,1,28:16,TRUE,TRUE,56caffee-178d-f6f2-a076-b277486b8c32,TRUE,NA
2025_04_TEN_HOU,401772738,s:20~l:28~e:401772738,2025,2,2025-09-28T17:00Z,4,away,0,10,s:20~l:28~t:10,Tennessee,Titans,TEN,Tennessee Titans,4b92db,002a5c,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,1,0,0-4,10,26,93,4.2,0,1,2,15,NA,35.4,18,82,4.6,0,21,10,108,10.8,0,33,23,NA,NA,NA,80,47,2,6,1,5,0,NA,NA,NA,6,141,23.5,29,0,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,5,213,42.6,0,2,50,10,5,3,2,2,11,0,1,46,175,3.8,10,0,0,4,35,1,0,21:39,TRUE,TRUE,0a0aea59-9a5e-01b3-57a3-0151cf4bf393,TRUE,NA
2025_04_TEN_HOU,401772738,s:20~l:28~e:401772738,2025,2,2025-09-28T17:00Z,4,home,1,34,s:20~l:28~t:34,Houston,Texans,HOU,Houston Texans,00143f,c41230,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,0,26,1-3,22,28,224,8.3,2,0,2,9,NA,125.1,35,129,3.7,1,18,22,233,10.6,2,37,28,NA,NA,NA,46,26,2,6,7,7,0,1,20,0,1,26,26,26,0,3,15,5,15,0,2,3,66.7,47,2,2,8,3,132,44,0,2,64,20,9,10,1,6,15,3,3,65,353,5.4,9,2,2,6,50,0,0,38:21,TRUE,TRUE,595690b3-2161-4913-a7a7-814af2fd2621,TRUE,NA
2025_04_CAR_NE,401772847,s:20~l:28~e:401772847,2025,2,2025-09-28T17:00Z,4,away,0,29,s:20~l:28~t:29,Carolina,Panthers,CAR,Carolina Panthers,0085ca,000000,https://a.espncdn.com/i/teamlogos/nfl/500/car.png,1,13,1-3,23,36,197,5.8,2,0,1,11,NA,97.9,28,129,4.6,0,22,23,208,9,2,24,32,1,0,0,57,24,1,1,2,1,0,NA,NA,NA,6,139,23.2,30,0,3,19,6.3,13,0,0,1,0,0,1,2,1,5,231,46.2,1,1,55,21,11,8,2,5,14,1,3,65,326,5,11,2,2,5,29,0,0,35:14,TRUE,TRUE,647c27bf-ab86-550e-5b83-91c29e73e4a9,TRUE,NA
2025_04_CAR_NE,401772847,s:20~l:28~e:401772847,2025,2,2025-09-28T17:00Z,4,home,1,17,s:20~l:28~t:17,New England,Patriots,NE,New England Patriots,002a5c,c60c30,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,0,42,2-2,14,18,203,11.3,2,0,1,0,NA,150.7,29,104,3.6,3,22,14,203,14.5,2,33,17,NA,NA,NA,75,43,1,5,2,4,2,NA,NA,NA,2,48,24,28,0,3,167,55.7,87,1,0,0,0,0,6,6,6,4,205,51.3,0,2,59,16,8,7,1,3,9,1,1,48,307,6.4,10,4,4,7,54,0,2,24:46,TRUE,TRUE,0078f353-fe3e-67ed-a42c-43cca0568e21,TRUE,NA
2025_04_LAC_NYG,401772737,s:20~l:28~e:401772737,2025,2,2025-09-28T17:00Z,4,away,0,24,s:20~l:28~t:24,Los Angeles,Chargers,LAC,Los Angeles Chargers,0080c6,ffc20e,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,1,18,3-1,23,41,186,5,1,2,2,17,NA,57.3,13,152,11.7,1,54,23,203,8.8,1,36,38,NA,NA,NA,90,47,6,8,2,9,0,NA,NA,NA,3,73,24.3,25,0,4,25,6.3,11,0,1,1,100,43,1,1,4,5,244,48.8,0,3,60,17,8,6,3,4,12,0,0,56,338,6,11,1,0,14,107,2,0,24:32,TRUE,TRUE,84caf62b-c753-71ea-a787-44fd224a4294,TRUE,NA
2025_04_LAC_NYG,401772737,s:20~l:28~e:401772737,2025,2,2025-09-28T17:00Z,4,home,1,19,s:20~l:28~t:19,New York,Giants,NYG,New York Giants,003c7f,c9243f,https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png,0,21,1-3,14,21,89,5.7,1,0,6,30,NA,97.1,42,161,3.8,1,16,14,119,8.5,1,18,20,2,0,2,52,35,2,4,7,12,0,2,93,0,4,107,26.8,33,0,2,14,7,14,0,2,2,100,31,1,1,7,5,244,48.8,0,3,69,20,6,11,3,7,15,0,1,69,250,3.6,11,5,2,8,43,0,0,35:28,TRUE,TRUE,378600ea-2397-8364-8399-b7c1606a49a7,TRUE,NA
2025_04_PHI_TB,401772845,s:20~l:28~e:401772845,2025,2,2025-09-28T17:00Z,4,away,1,21,s:20~l:28~t:21,Philadelphia,Eagles,PHI,Philadelphia Eagles,06424d,000000,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,1,31,4-0,15,24,112,5.4,2,0,2,18,NA,104.5,32,88,2.8,1,29,15,130,8.7,2,22,24,2,0,2,70,47,2,4,13,1,1,1,0,0,5,148,29.6,39,0,1,3,3,3,0,1,1,100,39,4,4,7,7,363,51.9,0,2,63,16,10,5,1,5,14,0,1,58,200,3.4,12,3,3,8,83,0,1,28:08,TRUE,TRUE,d1a9b001-1df7-fbd7-ae4c-6ca7065286ec,TRUE,NA
2025_04_PHI_TB,401772845,s:20~l:28~e:401772845,2025,2,2025-09-28T17:00Z,4,home,0,27,s:20~l:28~t:27,Tampa Bay,Buccaneers,TB,Tampa Bay Buccaneers,bd1c36,3e3a35,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,0,25,3-1,22,40,272,7.2,2,1,2,17,NA,84.3,26,104,4,0,15,22,289,13.1,2,77,39,2,1,1,61,45,2,11,5,3,0,NA,NA,NA,5,96,19.2,21,0,6,100,16.7,46,0,3,3,100,65,2,2,11,4,110,27.5,0,0,52,18,7,5,6,3,13,1,3,68,376,5.5,13,2,0,5,40,2,0,31:52,TRUE,TRUE,13e8b157-a75a-ff24-ae91-fa3d52ddf204,TRUE,NA
2025_04_IND_LA,401772849,s:20~l:28~e:401772849,2025,2,2025-09-28T20:05Z,4,away,0,11,s:20~l:28~t:11,Indianapolis,Colts,IND,Indianapolis Colts,003b75,ffffff,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,1,20,3-1,24,33,248,7.9,1,2,2,14,NA,80.6,21,85,4,1,12,24,262,10.9,1,75,32,2,1,2,83,38,3,4,4,9,0,NA,NA,NA,4,91,22.8,38,0,2,31,15.5,16,0,2,2,100,52,2,2,8,4,209,52.3,0,2,56,17,11,4,2,4,12,1,1,56,333,5.9,12,3,2,11,88,3,0,28:16,TRUE,TRUE,582d14eb-da61-e505-cc40-d972a1b60ed1,TRUE,NA
2025_04_IND_LA,401772849,s:20~l:28~e:401772849,2025,2,2025-09-28T20:05Z,4,home,1,14,s:20~l:28~t:14,Los Angeles,Rams,LA,Los Angeles Rams,003594,ffd100,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,0,27,3-1,29,41,360,9.1,3,0,3,15,NA,123.5,26,102,3.9,0,11,29,375,12.9,3,88,40,1,1,0,64,34,2,4,5,7,0,2,0,0,5,122,24.4,27,0,1,0,0,0,0,2,2,100,42,3,3,9,4,211,52.8,0,3,68,24,15,7,2,4,12,1,2,70,462,6.6,12,3,2,7,63,1,0,31:44,TRUE,TRUE,2e1473b2-e269-fd7a-1137-c1edacb85986,TRUE,NA
2025_04_JAX_SF,401772848,s:20~l:28~e:401772848,2025,2,2025-09-28T20:05Z,4,away,1,30,s:20~l:28~t:30,Jacksonville,Jaguars,JAX,Jacksonville Jaguars,007487,d7a22a,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,1,26,3-1,21,31,174,5.6,1,0,0,0,NA,92.7,32,151,4.7,1,48,21,174,8.3,1,28,30,1,0,3,66,34,1,3,4,3,1,2,8,0,4,103,25.8,54,0,1,87,87,87,1,2,3,66.7,44,2,2,8,5,237,47.4,2,1,58,18,8,8,2,4,14,1,1,63,325,5.2,11,2,1,12,90,0,1,32:31,TRUE,TRUE,ca6fb778-cbf6-d9a3-3e93-01230335fcab,TRUE,NA
2025_04_JAX_SF,401772848,s:20~l:28~e:401772848,2025,2,2025-09-28T20:05Z,4,home,0,25,s:20~l:28~t:25,San Francisco,49ers,SF,San Francisco 49ers,aa0000,b3995d,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,0,21,3-1,22,38,306,8.1,2,2,1,3,NA,79.8,24,83,3.5,0,11,22,309,14,2,31,37,3,2,1,66,40,0,6,2,0,0,NA,NA,NA,3,80,26.7,29,0,1,16,16,16,0,2,2,100,26,1,1,7,2,91,45.5,0,0,51,22,17,3,2,8,13,0,1,63,389,6.2,11,3,1,5,54,4,0,27:29,TRUE,TRUE,985a261f-296c-c95c-32a5-addc4df75001,TRUE,NA
2025_04_BAL_KC,401772741,s:20~l:28~e:401772741,2025,2,2025-09-28T20:25Z,4,away,0,33,s:20~l:28~t:33,Baltimore,Ravens,BAL,Baltimore Ravens,29126f,000000,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,1,20,1-3,23,33,194,6,1,1,3,5,NA,82.8,17,166,9.8,1,71,23,199,8.7,1,24,30,1,1,0,73,41,1,2,2,3,0,NA,NA,NA,7,164,23.4,30,0,NA,NA,NA,NA,NA,2,2,100,43,2,2,8,1,50,50,0,0,50,18,10,7,1,3,10,1,4,53,360,6.8,10,2,1,6,56,2,0,25:15,TRUE,TRUE,38248455-3da4-84e4-8090-98b5cc38ffdc,TRUE,NA
2025_04_BAL_KC,401772741,s:20~l:28~e:401772741,2025,2,2025-09-28T20:25Z,4,home,1,12,s:20~l:28~t:12,Kansas City,Chiefs,KC,Kansas City Chiefs,e31837,ffb612,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,0,37,2-2,25,37,264,7.3,4,0,1,6,NA,124.8,32,118,3.7,0,35,25,270,10.8,4,37,35,0,0,1,53,42,3,3,4,8,0,1,0,0,4,132,33,47,0,1,15,15,15,0,3,4,75,38,4,4,13,1,37,37,0,1,37,24,15,8,1,5,15,4,4,70,382,5.5,10,6,4,5,40,0,0,34:45,TRUE,TRUE,f68f2343-8ceb-7a02-740d-af6338be21d2,TRUE,NA
2025_04_CHI_LV,401772742,s:20~l:28~e:401772742,2025,2,2025-09-28T20:25Z,4,away,1,3,s:20~l:28~t:3,Chicago,Bears,CHI,Chicago Bears,0b1c3a,e64100,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,1,25,2-2,22,37,202,5.7,1,1,1,10,NA,73.3,26,69,2.7,1,13,22,212,9.6,1,29,36,2,0,3,67,38,0,5,4,1,0,3,50,0,5,122,24.4,27,0,1,19,19,19,0,4,4,100,52,1,1,13,3,148,49.3,1,1,62,16,10,5,1,7,16,1,1,64,271,4.2,11,4,1,8,60,1,0,33:10,TRUE,TRUE,19d73366-b5a5-cca2-a176-a2c024ce0bb3,TRUE,NA
2025_04_CHI_LV,401772742,s:20~l:28~e:401772742,2025,2,2025-09-28T20:25Z,4,home,0,13,s:20~l:28~t:13,Las Vegas,Raiders,LV,Las Vegas Raiders,000000,a5acaf,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,0,24,1-3,14,21,117,5.6,2,3,0,0,NA,73,31,240,7.7,1,64,14,117,8.4,2,19,20,1,1,0,67,39,1,8,6,2,0,1,19,0,7,190,27.1,38,0,1,7,7,7,0,1,2,50,29,3,3,6,1,60,60,0,0,60,17,6,10,1,2,8,0,1,52,357,6.9,11,3,2,5,36,4,0,26:50,TRUE,TRUE,b18540eb-6f2b-534c-e7f9-9bd930518da9,TRUE,NA
2025_04_GB_DAL,401772921,s:20~l:28~e:401772921,2025,2,2025-09-29T00:20Z,4,away,0,9,s:20~l:28~t:9,Green Bay,Packers,GB,Green Bay Packers,204e32,ffb612,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,1,40,2-1-1,31,43,325,7.8,3,0,1,12,NA,118.1,35,164,4.7,2,25,31,337,10.9,3,46,36,1,1,0,75,40,1,1,4,4,0,NA,NA,NA,3,84,28,30,0,3,16,5.3,9,0,2,2,100,53,4,5,10,2,83,41.5,0,2,43,32,16,11,5,10,14,1,1,79,489,6.2,11,6,5,7,53,1,0,35:33,TRUE,TRUE,06cd3bcf-7a86-53d4-28e7-aa049dd36261,TRUE,NA
2025_04_GB_DAL,401772921,s:20~l:28~e:401772921,2025,2,2025-09-29T00:20Z,4,home,0,6,s:20~l:28~t:6,Dallas,Cowboys,DAL,Dallas Cowboys,002a5c,b0b7bc,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,0,40,1-2-1,31,40,319,8,3,0,1,0,NA,124.9,26,117,4.5,2,13,31,319,10.3,3,34,38,0,0,1,83,52,1,5,1,4,0,NA,NA,NA,6,175,29.2,45,0,NA,NA,NA,NA,NA,1,1,100,22,5,5,8,4,190,47.5,0,1,51,26,17,8,1,4,11,1,1,67,436,6.5,10,5,4,11,95,0,0,34:27,TRUE,TRUE,b0fc8fb7-9dbe-e574-9008-6f0ee7c6b234,TRUE,NA
2025_04_NYJ_MIA,401772813,s:20~l:28~e:401772813,2025,2,2025-09-29T23:15Z,4,away,0,20,s:20~l:28~t:20,New York,Jets,NYJ,New York Jets,115740,ffffff,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,1,21,0-4,20,27,207,8.4,1,0,2,19,NA,111,28,197,7,1,43,20,226,11.3,1,27,27,3,3,0,65,32,0,2,3,0,0,NA,NA,NA,5,162,32.4,41,0,1,18,18,18,0,2,2,100,58,1,1,7,2,84,42,0,1,43,23,12,9,2,4,9,1,2,57,404,7.1,10,2,0,13,101,3,0,29:12,TRUE,TRUE,732d3caf-b350-1e34-48c6-b7cebb4a0d88,TRUE,NA
2025_04_NYJ_MIA,401772813,s:20~l:28~e:401772813,2025,2,2025-09-29T23:15Z,4,home,1,15,s:20~l:28~t:15,Miami,Dolphins,MIA,Miami Dolphins,008e97,fc4c02,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,0,27,1-3,17,25,177,7.1,2,0,0,0,NA,114.9,31,123,4,1,21,17,177,10.4,2,28,25,2,0,5,62,43,2,5,3,3,0,NA,NA,NA,3,96,32,34,0,NA,NA,NA,NA,NA,2,2,100,47,3,3,9,4,192,48,0,3,64,19,12,5,2,4,12,1,1,56,300,5.4,9,4,3,6,40,0,0,30:48,TRUE,TRUE,af33088b-1e19-d27d-dbc0-354fd7151703,TRUE,NA
2025_04_CIN_DEN,401772716,s:20~l:28~e:401772716,2025,2,2025-09-30T00:15Z,4,away,0,4,s:20~l:28~t:4,Cincinnati,Bengals,CIN,Cincinnati Bengals,fb4f14,000000,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,1,3,2-2,14,25,106,5,0,0,3,19,NA,69.6,15,53,3.5,0,6,14,125,8.9,0,22,22,NA,NA,NA,88,43,0,1,2,1,0,1,0,0,2,48,24,30,0,1,16,16,16,0,1,1,100,26,0,0,3,8,403,50.4,1,3,69,9,3,3,3,2,11,0,0,43,159,3.7,10,1,0,11,65,0,0,22:02,TRUE,TRUE,75b8623b-8926-b411-0476-3d3602b78523,TRUE,NA
2025_04_CIN_DEN,401772716,s:20~l:28~e:401772716,2025,2,2025-09-30T00:15Z,4,home,1,7,s:20~l:28~t:7,Denver,Broncos,DEN,Denver Broncos,0a2343,fc4c02,https://a.espncdn.com/i/teamlogos/nfl/500/den.png,0,28,2-2,29,42,326,7.8,2,1,0,0,NA,97.9,38,186,4.9,2,16,29,326,11.2,2,28,42,NA,NA,NA,46,22,3,2,2,6,0,NA,NA,NA,2,58,29,29,0,3,24,8,13,0,0,0,0,0,4,4,4,4,199,49.8,2,1,62,29,17,11,1,8,14,0,1,80,512,6.4,10,4,3,7,72,1,0,37:58,TRUE,TRUE,51042145-e3c1-0694-ae0d-f720342ff8fc,TRUE,NA
2025_05_SF_LA,401772939,s:20~l:28~e:401772939,2025,2,2025-10-03T00:15Z,5,away,1,25,s:20~l:28~t:25,San Francisco,49ers,SF,San Francisco 49ers,aa0000,b3995d,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,1,26,4-1,33,49,333,7,2,0,1,9,NA,100.9,33,74,2.2,0,8,33,342,10.4,2,35,48,0,0,2,65,33,1,1,4,2,0,NA,NA,NA,4,73,18.3,38,0,1,0,0,0,0,4,4,100,59,2,2,14,4,168,42,0,2,50,27,19,6,2,7,18,3,3,83,407,4.9,11,5,2,8,44,0,0,40:04,TRUE,TRUE,985a261f-296c-c95c-32a5-addc4df75001,TRUE,NA
2025_05_SF_LA,401772939,s:20~l:28~e:401772939,2025,2,2025-10-03T00:15Z,5,home,0,14,s:20~l:28~t:14,Los Angeles,Rams,LA,Los Angeles Rams,003594,ffd100,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,0,23,3-2,30,47,378,8.3,3,0,1,11,NA,111,16,78,4.9,0,20,30,389,13,3,38,46,2,2,0,89,51,1,3,5,10,0,NA,NA,NA,5,122,24.4,28,0,3,21,7,13,0,1,2,50,48,2,3,5,2,110,55,0,2,59,27,18,5,4,4,10,2,3,64,456,7.1,10,5,3,5,36,2,0,26:20,TRUE,TRUE,2e1473b2-e269-fd7a-1137-c1edacb85986,TRUE,NA
2025_05_MIN_CLE,401772633,s:20~l:28~e:401772633,2025,2,2025-10-05T13:30Z,5,away,1,16,s:20~l:28~t:16,Minnesota,Vikings,MIN,Minnesota Vikings,4f2683,ffc62f,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,1,21,3-2,26,35,252,7.7,2,0,3,16,NA,114.9,23,97,4.2,1,15,26,268,10.3,2,38,34,2,2,0,80,35,2,5,5,3,0,NA,NA,NA,4,102,25.5,27,0,3,15,5,12,0,0,1,0,0,3,3,3,5,286,57.2,0,2,77,20,14,4,2,3,9,0,0,61,349,5.7,12,2,2,7,50,2,0,29:31,TRUE,TRUE,3db556c9-ed76-a7a5-4ccb-a92fc6db4334,TRUE,NFL London Games
2025_05_MIN_CLE,401772633,s:20~l:28~e:401772633,2025,2,2025-10-05T13:30Z,5,home,0,5,s:20~l:28~t:5,Cleveland,Browns,CLE,Cleveland Browns,472a08,ff3c00,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,0,17,1-4,19,33,182,5.8,2,0,2,8,NA,94.3,32,140,4.4,0,32,19,190,10,2,22,32,0,0,2,75,36,3,6,3,3,0,NA,NA,NA,3,78,26,26,0,3,31,10.3,16,0,1,1,100,31,2,2,5,8,360,45,1,2,57,17,9,8,0,3,15,3,3,67,322,4.8,12,3,2,10,78,0,0,30:29,TRUE,TRUE,539babc5-e5fb-753b-8ae1-c15032a91ef4,TRUE,NFL London Games
2025_05_HOU_BAL,401772743,s:20~l:28~e:401772743,2025,2,2025-10-05T17:00Z,5,away,1,34,s:20~l:28~t:34,Houston,Texans,HOU,Houston Texans,00143f,c41230,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,1,44,2-3,25,31,250,8.6,4,0,2,17,NA,142.1,33,167,5.1,1,30,25,267,10.7,4,47,31,NA,NA,NA,56,29,1,3,4,2,0,3,20,0,2,58,29,31,0,1,12,12,12,0,3,3,100,57,5,5,14,1,59,59,0,0,59,27,15,8,4,7,12,1,1,66,417,6.3,10,5,4,4,26,0,0,36:33,TRUE,TRUE,595690b3-2161-4913-a7a7-814af2fd2621,TRUE,NA
2025_05_HOU_BAL,401772743,s:20~l:28~e:401772743,2025,2,2025-10-05T17:00Z,5,home,0,33,s:20~l:28~t:33,Baltimore,Ravens,BAL,Baltimore Ravens,29126f,000000,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,0,10,1-4,14,20,163,9,0,3,1,16,NA,58.1,19,44,2.3,1,7,14,179,12.8,0,56,20,NA,NA,NA,82,39,2,5,0,4,0,NA,NA,NA,8,186,23.3,32,0,1,16,16,16,0,1,2,50,27,1,1,4,4,182,45.5,0,1,60,12,7,4,1,3,8,0,0,40,207,5.2,10,2,1,9,49,3,0,23:27,TRUE,TRUE,38248455-3da4-84e4-8090-98b5cc38ffdc,TRUE,NA
2025_05_MIA_CAR,401772852,s:20~l:28~e:401772852,2025,2,2025-10-05T17:00Z,5,away,0,15,s:20~l:28~t:15,Miami,Dolphins,MIA,Miami Dolphins,008e97,fc4c02,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,1,24,1-4,27,36,229,7.1,3,0,3,27,NA,122,14,19,1.4,0,6,27,256,9.5,3,46,34,0,0,1,73,36,3,3,2,8,0,1,7,0,5,122,24.4,40,0,3,29,9.7,15,0,1,1,100,43,3,3,6,6,312,52,0,3,61,15,13,2,0,5,13,1,1,53,248,4.7,10,3,2,9,64,0,0,28:46,TRUE,TRUE,af33088b-1e19-d27d-dbc0-354fd7151703,TRUE,NA
2025_05_MIA_CAR,401772852,s:20~l:28~e:401772852,2025,2,2025-10-05T17:00Z,5,home,1,29,s:20~l:28~t:29,Carolina,Panthers,CAR,Carolina Panthers,0085ca,000000,https://a.espncdn.com/i/teamlogos/nfl/500/car.png,0,27,2-3,19,30,179,6.6,2,1,3,19,NA,90.7,32,239,7.5,1,53,19,198,10.4,2,29,27,1,1,0,65,39,3,9,1,3,0,NA,NA,NA,5,113,22.6,24,0,NA,NA,NA,NA,NA,2,2,100,49,3,3,9,3,161,53.7,0,0,61,26,12,8,6,5,11,2,2,65,418,6.4,11,5,3,8,46,2,0,31:14,TRUE,TRUE,647c27bf-ab86-550e-5b83-91c29e73e4a9,TRUE,NA
2025_05_LV_IND,401772851,s:20~l:28~e:401772851,2025,2,2025-10-05T17:00Z,5,away,0,13,s:20~l:28~t:13,Las Vegas,Raiders,LV,Las Vegas Raiders,000000,a5acaf,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,1,6,1-4,25,36,190,6.3,0,2,4,38,NA,63.2,25,106,4.2,0,12,25,228,9.1,0,33,36,NA,NA,NA,54,36,0,2,3,3,0,NA,NA,NA,4,100,25,26,0,1,8,8,8,0,2,3,66.7,37,0,0,6,2,30,15,0,0,30,22,12,6,4,8,14,1,2,65,296,4.6,9,4,0,6,65,2,0,33:25,TRUE,TRUE,b18540eb-6f2b-534c-e7f9-9bd930518da9,TRUE,NA
2025_05_LV_IND,401772851,s:20~l:28~e:401772851,2025,2,2025-10-05T17:00Z,5,home,1,11,s:20~l:28~t:11,Indianapolis,Colts,IND,Indianapolis Colts,003b75,ffffff,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,0,40,4-1,21,32,221,6.9,2,0,0,0,NA,106.4,25,96,3.8,4,16,21,221,10.5,2,35,31,1,0,1,78,41,4,6,8,5,0,2,32,0,3,74,24.7,31,0,NA,NA,NA,NA,NA,0,0,0,0,2,2,1,2,101,50.5,0,2,56,24,12,9,3,8,10,0,0,57,317,5.6,8,6,6,9,77,0,0,26:35,TRUE,TRUE,582d14eb-da61-e505-cc40-d972a1b60ed1,TRUE,NA
2025_05_NYG_NO,401772744,s:20~l:28~e:401772744,2025,2,2025-10-05T17:00Z,5,away,0,19,s:20~l:28~t:19,New York,Giants,NYG,New York Giants,003c7f,c9243f,https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png,1,14,1-4,26,40,199,5.1,2,2,1,3,NA,73.1,29,136,4.7,0,20,26,202,7.8,2,18,39,3,3,0,66,43,0,7,3,1,0,NA,NA,NA,5,160,32,46,0,NA,NA,NA,NA,NA,0,0,0,0,2,2,2,2,75,37.5,0,2,40,23,10,11,2,3,10,3,5,70,335,4.8,10,4,2,8,95,5,0,31:50,TRUE,TRUE,378600ea-2397-8364-8399-b7c1606a49a7,TRUE,NA
2025_05_NYG_NO,401772744,s:20~l:28~e:401772744,2025,2,2025-10-05T17:00Z,5,home,1,18,s:20~l:28~t:18,New Orleans,Saints,NO,New Orleans Saints,d3bc8d,000000,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,0,26,1-4,22,32,244,7.9,1,0,0,0,NA,101.7,30,88,2.9,0,11,22,244,11.6,1,87,31,0,0,3,72,45,1,2,7,5,1,2,0,0,2,27,13.5,18,0,NA,NA,NA,NA,NA,4,6,66.7,53,2,2,14,2,83,41.5,0,0,51,18,10,5,3,7,15,1,1,62,332,5.4,10,3,0,7,43,0,1,28:10,TRUE,TRUE,97d2f6c9-2f22-459c-306a-046941ccab2a,TRUE,NA
2025_05_DAL_NYJ,401772850,s:20~l:28~e:401772850,2025,2,2025-10-05T17:00Z,5,away,1,6,s:20~l:28~t:6,Dallas,Cowboys,DAL,Dallas Cowboys,002a5c,b0b7bc,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,1,37,2-2-1,18,29,236,8.2,4,0,1,1,NA,127.4,29,180,6.2,1,66,18,237,13.2,4,46,28,0,0,1,84,47,5,6,3,14,0,NA,NA,NA,1,32,32,32,0,1,8,8,8,0,1,1,100,35,4,5,7,5,228,45.6,0,0,54,22,12,9,1,6,13,0,0,59,416,7.1,12,4,3,11,91,0,0,25:24,TRUE,TRUE,b0fc8fb7-9dbe-e574-9008-6f0ee7c6b234,TRUE,NA
